symbol_index,cur_rms,est_rms,gain_sym
2.320000000000000000e+02,2.578691070201598601e-01,2.607453283346566897e-01,3.835159795141326988e+00
2.330000000000000000e+02,2.834982481605401450e-01,2.675712042824217041e-01,3.737322940567621377e+00
2.340000000000000000e+02,2.605322616565589611e-01,2.654595214946628423e-01,3.767052672925522927e+00
2.350000000000000000e+02,2.570571045470439464e-01,2.629387964103771513e-01,3.803166416108741288e+00
2.360000000000000000e+02,2.600627958113437277e-01,2.620759962306671298e-01,3.815687107490174146e+00
2.370000000000000000e+02,2.563179458334550742e-01,2.603485811115034965e-01,3.841004224915343990e+00
2.380000000000000000e+02,2.709789854652975838e-01,2.635377024176417393e-01,3.794523481180118285e+00
2.390000000000000000e+02,2.631469467416447383e-01,2.634204757148426168e-01,3.796212110263280870e+00
2.400000000000000000e+02,2.616136433069732314e-01,2.628784259924817901e-01,3.804039818880380786e+00
2.410000000000000000e+02,2.594508102728134702e-01,2.618501412765812941e-01,3.818978271788450396e+00
2.420000000000000000e+02,2.605317043241707209e-01,2.614546101908581388e-01,3.824755659385826956e+00
2.430000000000000000e+02,2.607070298306635170e-01,2.612303360827997745e-01,3.828039327266490321e+00
2.440000000000000000e+02,2.834982481605401450e-01,2.679107097061218523e-01,3.732586879773958088e+00
2.450000000000000000e+02,2.628150828844097453e-01,2.663820216596082258e-01,3.754007097663043968e+00
2.460000000000000000e+02,2.670215056300855316e-01,2.665738668507514064e-01,3.751305451707601435e+00
2.470000000000000000e+02,2.677087498292516909e-01,4.303126249487754795e-01,2.323891845188228444e+00
2.480000000000000000e+02,2.620597362421541177e-01,3.798367583367890377e-01,2.632709915645742083e+00
2.490000000000000000e+02,2.616948775193626564e-01,3.443941940915610789e-01,2.903649414409520180e+00
2.500000000000000000e+02,2.727372057451372678e-01,3.228970975876339078e-01,3.096961872593484877e+00
2.510000000000000000e+02,2.540327833630334764e-01,3.022378033202537395e-01,3.308652951465477443e+00
2.520000000000000000e+02,2.657368745671746524e-01,2.912875246943300023e-01,3.433034082216104288e+00
2.530000000000000000e+02,2.565145010010039250e-01,2.808556175863321513e-01,3.560548329401352241e+00
2.540000000000000000e+02,2.620756461550612371e-01,2.752216261569508382e-01,3.633435402455362340e+00
2.550000000000000000e+02,2.675108395450717658e-01,2.729083901733870832e-01,3.664233259243767638e+00
2.560000000000000000e+02,2.601649976075842696e-01,2.690853724036462169e-01,3.716292680896576162e+00
2.570000000000000000e+02,2.834982481605401450e-01,2.734092351307143565e-01,3.657520930197948328e+00
2.580000000000000000e+02,2.704590558366147812e-01,2.725241813424844617e-01,3.669399152302333711e+00
2.590000000000000000e+02,2.678647608126143442e-01,2.711263551835234042e-01,3.688317202962830610e+00
2.600000000000000000e+02,2.633467753682457446e-01,2.687924812389400619e-01,3.720342159091352130e+00
2.610000000000000000e+02,2.585976312382132214e-01,2.657340262387219987e-01,3.763161286321875298e+00
2.620000000000000000e+02,2.626228116295191706e-01,2.648006618559611280e-01,3.776425606307404426e+00
2.630000000000000000e+02,2.600723904022109179e-01,2.633821804198360761e-01,3.796764072671816592e+00
2.640000000000000000e+02,2.619108844873764275e-01,2.629407916400982037e-01,3.803137557175822359e+00
2.650000000000000000e+02,2.612814653911181284e-01,2.624429937654041423e-01,3.810351290588815054e+00
2.660000000000000000e+02,2.593217025212929960e-01,2.615066063921707706e-01,3.823995170891938855e+00
2.670000000000000000e+02,2.681220938601289738e-01,2.634912526325582371e-01,3.795192402058645165e+00
2.680000000000000000e+02,2.834982481605401450e-01,2.694933512909528095e-01,3.710666683276987676e+00
2.690000000000000000e+02,2.631712302181850038e-01,2.675967149691224622e-01,3.736966651908967929e+00
2.700000000000000000e+02,2.652365046246994984e-01,2.668886518657955786e-01,3.746880929590246989e+00
2.710000000000000000e+02,2.616007280660374579e-01,2.653022747258680925e-01,3.769285435012878605e+00
2.720000000000000000e+02,2.654540885815845352e-01,2.653478188825830197e-01,3.768638476890975308e+00
2.730000000000000000e+02,2.660702663883247054e-01,2.655645531343054921e-01,3.765562791410133059e+00
2.740000000000000000e+02,2.672583716492418215e-01,2.660726986887863577e-01,3.758371320800772519e+00
2.750000000000000000e+02,2.652365998236679290e-01,2.658218690292508124e-01,3.761917722013913057e+00
2.760000000000000000e+02,2.684489082590362785e-01,2.666099807981864300e-01,3.750797314512249070e+00
2.770000000000000000e+02,2.624807366186952540e-01,2.653712075443390717e-01,3.768306325519194644e+00
2.780000000000000000e+02,2.582074702512022202e-01,2.632220863563979885e-01,3.799073299062062592e+00
2.790000000000000000e+02,2.834982481605401450e-01,2.693049348976406243e-01,3.713262812581163086e+00
2.800000000000000000e+02,2.594827065287212409e-01,2.663582663869648037e-01,3.754341900345611105e+00
2.810000000000000000e+02,2.558953580037837128e-01,2.632193938720104320e-01,3.799112159973465630e+00
2.820000000000000000e+02,2.636108395785135006e-01,2.633368275839613193e-01,3.797417965328695910e+00
2.830000000000000000e+02,2.575948221720419928e-01,2.616142259603855269e-01,3.822422103878338806e+00
2.840000000000000000e+02,2.643916370736937305e-01,2.624474492943779658e-01,3.810286602855627702e+00
2.850000000000000000e+02,2.606862682456288494e-01,2.619190949797531864e-01,3.817972874705075625e+00
2.860000000000000000e+02,2.613290757734107461e-01,2.617420892178504710e-01,3.820554817867638953e+00
2.870000000000000000e+02,2.601238404207200650e-01,2.612566145787113547e-01,3.827654283940513213e+00
